Shipment_ID,Origin,Destination,Shipment_Date,Planned_Delivery_Date,Actual_Delivery_Date,Vehicle_Type,Distance_(km),Weather_Conditions,Traffic_Conditions,Delayed,Planned_Delivery_Days,Actual_Delivery_Days,Delay_Days,Shipment_Month,Shipment_Day_Of_Week,Is_Weekend,Shipment_Quarter,Distance_Category,Avg_Speed,Is_Long_Distance,Is_Bad_Weather,Is_Heavy_Traffic
11711,5,7,2023-03-29,2023-04-03,2023-04-05,1,1638,2,2,1,5,7,2,3,2,0,1,0,234.0,1,1,0
11712,1,8,2023-06-17,2023-06-18,2023-06-19,3,298,0,2,1,1,2,1,6,5,1,2,4,149.0,0,0,0
11713,8,7,2023-12-03,2023-12-04,2023-12-05,0,468,2,1,1,1,2,1,12,6,1,4,4,234.0,0,1,0
11714,9,7,2023-06-01,2023-06-07,2023-06-04,3,1078,0,1,1,6,3,-3,6,3,0,2,1,359.3333333333333,0,0,0
11715,4,6,2023-09-29,2023-10-01,2023-10-03,3,845,0,1,1,2,4,2,9,4,0,3,2,211.25,0,0,0
11716,8,3,2023-07-15,2023-07-16,2023-07-16,3,527,0,1,0,1,1,0,7,5,1,3,4,527.0,0,0,0
11717,5,3,2024-04-28,2024-05-04,2024-05-09,3,1866,0,1,1,6,11,5,4,6,1,2,3,169.63636363636363,1,0,0
11718,7,2,2023-10-09,2023-10-11,2023-10-12,1,808,0,2,1,2,3,1,10,0,0,4,2,269.3333333333333,0,0,0
11719,8,2,2023-08-11,2023-08-16,2023-08-20,1,1618,0,1,1,5,9,4,8,4,0,3,0,179.77777777777777,1,0,0
11720,4,2,2023-04-06,2023-04-07,2023-04-07,3,460,0,1,0,1,1,0,4,3,0,2,4,460.0,0,0,0
11721,3,5,2023-11-14,2023-11-18,2023-11-18,3,1459,0,1,0,4,4,0,11,1,0,4,0,364.75,1,0,0
11722,1,9,2023-07-12,2023-07-13,2023-07-15,1,359,0,0,1,1,3,2,7,2,0,3,4,119.66666666666667,0,0,1
11723,3,5,2024-03-23,2024-03-25,2024-03-29,3,774,0,2,1,2,6,4,3,5,1,1,2,129.0,0,0,0
11724,8,1,2023-03-13,2023-03-19,2023-03-20,0,1829,0,2,1,6,7,1,3,0,0,1,3,261.2857142857143,1,0,0
11725,1,5,2023-03-08,2023-03-10,2023-03-10,0,823,0,1,0,2,2,0,3,2,0,1,2,411.5,0,0,0
11726,2,6,2023-07-15,2023-07-19,2023-07-21,1,1253,0,0,1,4,6,2,7,5,1,3,1,208.83333333333334,1,0,1
11727,7,8,2024-03-19,2024-03-24,2024-03-26,0,1706,1,1,1,5,7,2,3,1,0,1,3,243.71428571428572,1,1,0
11728,2,8,2024-03-15,2024-03-20,2024-03-24,2,1689,0,1,1,5,9,4,3,4,0,1,3,187.66666666666666,1,0,0
11729,0,8,2023-08-05,2023-08-09,2023-08-10,1,1273,2,1,1,4,5,1,8,5,1,3,1,254.6,1,1,0
11730,9,2,2023-04-11,2023-04-14,2023-04-15,3,904,0,2,1,3,4,1,4,1,0,2,2,226.0,0,0,0
11731,6,5,2023-07-11,2023-07-16,2023-07-18,3,1609,0,0,1,5,7,2,7,1,0,3,0,229.85714285714286,1,0,1
11732,9,5,2023-08-26,2023-08-27,2023-08-30,0,511,0,1,1,1,4,3,8,5,1,3,4,127.75,0,0,0
11733,3,9,2023-09-16,2023-09-21,2023-09-22,0,1612,0,2,1,5,6,1,9,5,1,3,0,268.6666666666667,1,0,0
11734,7,8,2023-03-07,2023-03-09,2023-03-09,4,726,0,1,0,2,2,0,3,1,0,1,2,363.0,0,0,0
11735,0,7,2024-04-20,2024-04-21,2024-04-21,1,506,0,1,0,1,1,0,4,5,1,2,4,506.0,0,0,0
11736,8,6,2023-08-04,2023-08-06,2023-08-10,3,635,3,2,1,2,6,4,8,4,0,3,2,105.83333333333333,0,1,0
11737,1,7,2024-03-27,2024-04-02,2024-04-02,3,1844,0,1,0,6,6,0,3,2,0,1,3,307.3333333333333,1,0,0
11738,3,4,2024-04-12,2024-04-14,2024-04-15,1,862,0,2,1,2,3,1,4,4,0,2,2,287.3333333333333,0,0,0
11739,3,8,2023-04-25,2023-04-28,2023-05-03,3,1080,0,1,1,3,8,5,4,1,0,2,1,135.0,0,0,0
11740,3,2,2023-09-20,2023-09-21,2023-09-21,4,531,0,1,0,1,1,0,9,2,0,3,4,531.0,0,0,0
11741,5,1,2023-11-02,2023-11-03,2023-11-03,3,484,0,1,0,1,1,0,11,3,0,4,4,484.0,0,0,0
11742,8,6,2023-10-01,2023-10-04,2023-10-06,2,1165,0,0,1,3,5,2,10,6,1,4,1,233.0,1,0,1
11743,2,0,2023-11-07,2023-11-09,2023-11-11,0,732,0,0,1,2,4,2,11,1,0,4,2,183.0,0,0,1
11744,9,6,2023-06-04,2023-06-09,2023-06-11,1,1774,0,0,1,5,7,2,6,6,1,2,3,253.42857142857142,1,0,1
11745,0,3,2024-05-24,2024-05-27,2024-05-28,1,907,0,2,1,3,4,1,5,4,0,2,2,226.75,0,0,0
11746,8,2,2024-04-25,2024-05-01,2024-05-02,3,1941,2,1,1,6,7,1,4,3,0,2,3,277.2857142857143,1,1,0
11747,7,8,2024-05-01,2024-05-02,2024-05-03,1,519,0,2,1,1,2,1,5,2,0,2,4,259.5,0,0,0
11748,1,6,2024-02-16,2024-02-22,2024-02-23,2,1855,0,2,1,6,7,1,2,4,0,1,3,265.0,1,0,0
11749,5,2,2024-06-01,2024-06-05,2024-06-05,1,1240,0,1,0,4,4,0,6,5,1,2,1,310.0,1,0,0
11750,8,1,2023-03-11,2023-03-12,2023-03-12,3,414,0,1,0,1,1,0,3,5,1,1,4,414.0,0,0,0
11751,1,7,2024-03-27,2024-04-01,2024-04-05,1,1685,3,2,1,5,9,4,3,2,0,1,3,187.22222222222223,1,1,0
11752,0,3,2024-03-30,2024-03-31,2024-04-05,3,334,0,1,1,1,6,5,3,5,1,1,4,55.666666666666664,0,0,0
11753,3,1,2023-10-06,2023-10-09,2023-10-11,1,919,2,2,1,3,5,2,10,4,0,4,2,183.8,0,1,0
11754,3,5,2024-01-09,2024-01-14,2024-01-15,3,1792,0,2,1,5,6,1,1,1,0,1,3,298.6666666666667,1,0,0
11755,4,1,2023-02-18,2023-02-23,2023-02-27,0,1649,0,1,1,5,9,4,2,5,1,1,3,183.22222222222223,1,0,0
11756,9,2,2023-03-14,2023-03-17,2023-03-19,2,1094,0,1,1,3,5,2,3,1,0,1,1,218.8,0,0,0
11757,2,9,2024-04-06,2024-04-11,2024-04-12,3,1581,0,2,1,5,6,1,4,5,1,2,0,263.5,1,0,0
11758,5,6,2023-02-26,2023-02-27,2023-02-28,2,328,0,2,1,1,2,1,2,6,1,1,4,164.0,0,0,0
11759,3,5,2023-12-20,2023-12-25,2023-12-27,3,1684,2,2,1,5,7,2,12,2,0,4,3,240.57142857142858,1,1,0
11760,8,7,2024-04-02,2024-04-05,2024-04-07,2,972,2,2,1,3,5,2,4,1,0,2,1,194.4,0,1,0
11761,1,4,2023-12-02,2023-12-05,2023-12-08,1,1139,0,1,1,3,6,3,12,5,1,4,1,189.83333333333334,1,0,0
11762,8,0,2023-04-27,2023-05-01,2023-05-03,2,1228,1,1,1,4,6,2,4,3,0,2,1,204.66666666666666,1,1,0
11763,7,1,2023-05-30,2023-06-05,2023-06-13,3,1974,1,2,1,6,14,8,5,1,0,2,3,141.0,1,1,0
11764,5,7,2023-01-30,2023-01-31,2023-02-07,1,463,0,0,1,1,8,7,1,0,0,1,4,57.875,0,0,1
11765,5,2,2024-05-10,2024-05-16,2024-05-17,1,1810,0,2,1,6,7,1,5,4,0,2,3,258.57142857142856,1,0,0
11766,7,0,2023-05-17,2023-05-20,2023-05-24,0,1199,0,1,1,3,7,4,5,2,0,2,1,171.28571428571428,1,0,0
11767,6,3,2023-05-25,2023-05-30,2023-06-02,2,1797,1,2,1,5,8,3,5,3,0,2,3,224.625,1,1,0
11768,6,2,2024-04-04,2024-04-10,2024-04-10,2,1831,0,1,0,6,6,0,4,3,0,2,3,305.1666666666667,1,0,0
11769,1,8,2024-05-05,2024-05-07,2024-05-07,1,727,0,1,0,2,2,0,5,6,1,2,2,363.5,0,0,0
11770,5,9,2024-03-15,2024-03-20,2024-03-21,2,1550,0,2,1,5,6,1,3,4,0,1,0,258.3333333333333,1,0,0
11771,3,8,2024-05-22,2024-05-23,2024-05-23,3,303,0,1,0,1,1,0,5,2,0,2,4,303.0,0,0,0
11772,2,9,2024-03-16,2024-03-22,2024-03-24,4,1816,2,2,1,6,8,2,3,5,1,1,3,227.0,1,1,0
11773,4,0,2023-03-23,2023-03-25,2023-03-28,2,700,2,0,1,2,5,3,3,3,0,1,2,140.0,0,1,1
11774,9,6,2023-07-21,2023-07-24,2023-07-26,1,905,2,2,1,3,5,2,7,4,0,3,2,181.0,0,1,0
11775,2,3,2024-01-19,2024-01-24,2024-01-29,2,1770,0,0,1,5,10,5,1,4,0,1,3,177.0,1,0,1
11776,2,0,2023-02-22,2023-02-25,2023-02-26,2,913,0,2,1,3,4,1,2,2,0,1,2,228.25,0,0,0
11777,0,1,2023-06-15,2023-06-16,2023-06-17,2,323,0,2,1,1,2,1,6,3,0,2,4,161.5,0,0,0
11778,1,7,2023-12-25,2023-12-27,2023-12-28,2,792,0,2,1,2,3,1,12,0,0,4,2,264.0,0,0,0
11779,2,3,2023-07-17,2023-07-23,2023-07-24,3,2000,2,1,1,6,7,1,7,0,0,3,3,285.7142857142857,1,1,0
11780,8,9,2023-06-20,2023-06-21,2023-06-22,3,379,0,2,1,1,2,1,6,1,0,2,4,189.5,0,0,0
11781,4,2,2023-02-28,2023-03-03,2023-03-03,1,914,0,1,0,3,3,0,2,1,0,1,2,304.6666666666667,0,0,0
11782,9,7,2023-04-30,2023-05-06,2023-05-07,3,1915,0,2,1,6,7,1,4,6,1,2,3,273.57142857142856,1,0,0
11783,5,9,2023-06-06,2023-06-10,2023-06-14,1,1320,3,2,1,4,8,4,6,1,0,2,0,165.0,1,1,0
11784,7,5,2023-10-29,2023-10-31,2023-10-31,1,829,0,1,0,2,2,0,10,6,1,4,2,414.5,0,0,0
11785,6,5,2023-04-24,2023-04-25,2023-04-25,3,205,0,1,0,1,1,0,4,0,0,2,4,205.0,0,0,0
11786,7,2,2023-09-13,2023-09-17,2023-09-17,2,1464,0,1,0,4,4,0,9,2,0,3,0,366.0,1,0,0
11787,1,2,2023-12-31,2024-01-02,2024-01-03,1,633,2,1,1,2,3,1,12,6,1,4,2,211.0,0,1,0
11788,6,2,2023-11-12,2023-11-15,2023-11-16,1,1149,0,2,1,3,4,1,11,6,1,4,1,287.25,1,0,0
11789,0,7,2023-11-23,2023-11-27,2023-11-28,2,1267,0,2,1,4,5,1,11,3,0,4,1,253.4,1,0,0
11790,1,7,2024-04-10,2024-04-12,2024-04-17,1,881,0,0,1,2,7,5,4,2,0,2,2,125.85714285714286,0,0,1
11791,4,9,2023-05-19,2023-05-21,2023-05-27,2,739,1,1,1,2,8,6,5,4,0,2,2,92.375,0,1,0
11792,0,2,2024-01-17,2024-01-20,2024-01-24,2,1137,0,1,1,3,7,4,1,2,0,1,1,162.42857142857142,1,0,0
11793,7,3,2023-06-30,2023-07-02,2023-07-07,0,890,1,2,1,2,7,5,6,4,0,2,2,127.14285714285714,0,1,0
11794,5,7,2023-01-18,2023-01-19,2023-01-19,0,263,0,1,0,1,1,0,1,2,0,1,4,263.0,0,0,0
11795,0,8,2023-07-27,2023-07-31,2023-08-01,2,1357,0,2,1,4,5,1,7,3,0,3,0,271.4,1,0,0
11796,7,2,2024-03-24,2024-03-29,2024-03-31,2,1625,0,0,1,5,7,2,3,6,1,1,0,232.14285714285714,1,0,1
11797,6,8,2024-01-27,2024-01-28,2024-02-01,0,510,0,0,1,1,5,4,1,5,1,1,4,102.0,0,0,1
11798,7,1,2024-01-12,2024-01-13,2024-01-13,1,272,0,1,0,1,1,0,1,4,0,1,4,272.0,0,0,0
11799,6,8,2023-01-16,2023-01-19,2023-01-24,0,1091,0,1,1,3,8,5,1,0,0,1,1,136.375,0,0,0
11800,3,7,2023-10-30,2023-10-31,2023-10-31,1,285,0,1,0,1,1,0,10,0,0,4,4,285.0,0,0,0
11801,7,6,2023-01-14,2023-01-20,2023-01-22,1,1828,0,1,1,6,8,2,1,5,1,1,3,228.5,1,0,0
11802,6,0,2024-04-04,2024-04-06,2024-04-07,0,856,0,2,1,2,3,1,4,3,0,2,2,285.3333333333333,0,0,0
11803,0,5,2024-02-18,2024-02-22,2024-02-22,3,1312,0,1,0,4,4,0,2,6,1,1,0,328.0,1,0,0
11804,1,8,2023-11-12,2023-11-15,2023-11-16,3,983,2,1,1,3,4,1,11,6,1,4,1,245.75,0,1,0
11805,8,2,2023-09-15,2023-09-18,2023-09-18,0,1054,0,1,0,3,3,0,9,4,0,3,1,351.3333333333333,0,0,0
11806,8,9,2024-01-12,2024-01-14,2024-01-17,3,732,1,2,1,2,5,3,1,4,0,1,2,146.4,0,1,0
11807,9,3,2023-03-22,2023-03-27,2023-03-28,3,1782,0,2,1,5,6,1,3,2,0,1,3,297.0,1,0,0
11808,2,3,2023-01-21,2023-01-26,2023-01-26,1,1695,0,1,0,5,5,0,1,5,1,1,3,339.0,1,0,0
11809,7,5,2024-02-09,2024-02-11,2024-02-11,0,766,0,1,0,2,2,0,2,4,0,1,2,383.0,0,0,0
11810,6,9,2024-02-18,2024-02-19,2024-02-19,1,471,0,1,0,1,1,0,2,6,1,1,4,471.0,0,0,0
11811,8,1,2023-06-13,2023-06-14,2023-06-15,1,500,0,2,1,1,2,1,6,1,0,2,4,250.0,0,0,0
11812,0,9,2023-01-10,2023-01-15,2023-01-17,3,1578,1,1,1,5,7,2,1,1,0,1,0,225.42857142857142,1,1,0
11813,6,2,2023-10-06,2023-10-07,2023-10-07,0,220,0,1,0,1,1,0,10,4,0,4,4,220.0,0,0,0
11814,8,2,2023-06-04,2023-06-08,2023-06-10,3,1274,0,0,1,4,6,2,6,6,1,2,1,212.33333333333334,1,0,1
11815,1,5,2023-11-21,2023-11-26,2023-11-26,4,1502,0,1,0,5,5,0,11,1,0,4,0,300.4,1,0,0
11816,3,7,2023-05-04,2023-05-05,2023-05-06,1,581,0,2,1,1,2,1,5,3,0,2,2,290.5,0,0,0
11817,3,7,2023-07-31,2023-08-02,2023-08-02,3,799,0,1,0,2,2,0,7,0,0,3,2,399.5,0,0,0
11818,8,2,2023-07-06,2023-07-07,2023-07-08,0,356,0,2,1,1,2,1,7,3,0,3,4,178.0,0,0,0
11819,8,5,2023-05-31,2023-06-03,2023-06-04,1,1073,0,2,1,3,4,1,5,2,0,2,1,268.25,0,0,0
11820,2,6,2023-05-25,2023-05-28,2023-05-28,1,1170,0,1,0,3,3,0,5,3,0,2,1,390.0,1,0,0
11821,9,1,2024-04-25,2024-04-30,2024-05-05,2,1682,0,2,1,5,10,5,4,3,0,2,3,168.2,1,0,0
11822,1,3,2023-12-25,2023-12-31,2024-01-06,3,1810,2,1,1,6,12,6,12,0,0,4,3,150.83333333333334,1,1,0
11823,8,0,2023-01-26,2023-01-29,2023-01-30,0,1013,0,2,1,3,4,1,1,3,0,1,1,253.25,0,0,0
11824,8,6,2024-03-31,2024-04-05,2024-04-06,1,1703,0,2,1,5,6,1,3,6,1,1,3,283.8333333333333,1,0,0
11825,4,9,2023-01-06,2023-01-09,2023-01-12,0,1019,0,2,1,3,6,3,1,4,0,1,1,169.83333333333334,0,0,0
11826,6,5,2023-12-02,2023-12-08,2023-12-08,3,1995,0,1,0,6,6,0,12,5,1,4,3,332.5,1,0,0
11827,6,8,2024-01-05,2024-01-08,2024-01-09,0,1048,0,2,1,3,4,1,1,4,0,1,1,262.0,0,0,0
11828,8,3,2024-03-09,2024-03-12,2024-03-18,3,994,0,2,1,3,9,6,3,5,1,1,1,110.44444444444444,0,0,0
11829,2,0,2024-05-18,2024-05-22,2024-05-25,2,1261,3,1,1,4,7,3,5,5,1,2,1,180.14285714285714,1,1,0
11830,6,7,2024-05-19,2024-05-23,2024-05-23,0,1273,0,1,0,4,4,0,5,6,1,2,1,318.25,1,0,0
11831,2,8,2023-05-25,2023-05-29,2023-06-01,2,1285,0,1,1,4,7,3,5,3,0,2,0,183.57142857142858,1,0,0
11832,4,2,2023-09-14,2023-09-16,2023-09-23,1,698,0,0,1,2,9,7,9,3,0,3,2,77.55555555555556,0,0,1
11833,6,7,2024-02-16,2024-02-19,2024-02-19,2,1006,0,1,0,3,3,0,2,4,0,1,1,335.3333333333333,0,0,0
11834,3,0,2023-04-12,2023-04-15,2023-04-18,1,919,1,2,1,3,6,3,4,2,0,2,2,153.16666666666666,0,1,0
11835,1,8,2024-05-14,2024-05-15,2024-05-15,2,545,0,1,0,1,1,0,5,1,0,2,4,545.0,0,0,0
11836,1,9,2023-03-15,2023-03-20,2023-03-22,1,1737,1,1,1,5,7,2,3,2,0,1,3,248.14285714285714,1,1,0
11837,8,4,2023-03-26,2023-03-30,2023-03-30,3,1219,0,1,0,4,4,0,3,6,1,1,1,304.75,1,0,0
11838,5,2,2023-09-15,2023-09-20,2023-09-20,1,1600,0,1,0,5,5,0,9,4,0,3,0,320.0,1,0,0
11839,2,1,2023-09-24,2023-09-28,2023-10-01,1,1354,1,2,1,4,7,3,9,6,1,3,0,193.42857142857142,1,1,0
11840,3,0,2024-04-03,2024-04-05,2024-04-05,1,664,0,1,0,2,2,0,4,2,0,2,2,332.0,0,0,0
11841,4,9,2024-01-16,2024-01-22,2024-01-23,0,1991,0,2,1,6,7,1,1,1,0,1,3,284.42857142857144,1,0,0
11842,4,0,2023-09-20,2023-09-25,2023-09-26,0,1591,0,2,1,5,6,1,9,2,0,3,0,265.1666666666667,1,0,0
11843,2,1,2023-04-22,2023-04-30,2023-04-28,1,1899,0,0,1,8,6,-2,4,5,1,2,3,316.5,1,0,1
11844,6,7,2024-03-24,2024-03-30,2024-03-31,2,1882,0,2,1,6,7,1,3,6,1,1,3,268.85714285714283,1,0,0
11845,8,2,2024-03-05,2024-03-10,2024-03-12,4,1623,0,1,1,5,7,2,3,1,0,1,0,231.85714285714286,1,0,0
11846,4,6,2023-03-13,2023-03-18,2023-03-19,3,1531,0,2,1,5,6,1,3,0,0,1,0,255.16666666666666,1,0,0
11847,1,7,2024-03-01,2024-03-02,2024-03-02,1,252,0,1,0,1,1,0,3,4,0,1,4,252.0,0,0,0
11848,2,4,2024-01-04,2024-01-06,2024-01-11,0,722,1,1,1,2,7,5,1,3,0,1,2,103.14285714285714,0,1,0
11849,3,2,2023-03-01,2023-03-05,2023-03-08,3,1322,0,2,1,4,7,3,3,2,0,1,0,188.85714285714286,1,0,0
11850,7,9,2024-02-26,2024-02-27,2024-02-27,2,516,0,1,0,1,1,0,2,0,0,1,4,516.0,0,0,0
11851,0,1,2023-08-25,2023-08-30,2023-09-01,1,1538,2,2,1,5,7,2,8,4,0,3,0,219.71428571428572,1,1,0
11852,2,1,2023-12-30,2023-12-31,2024-01-07,2,533,2,2,1,1,8,7,12,5,1,4,4,66.625,0,1,0
11853,0,2,2023-09-26,2023-09-28,2023-10-05,2,892,3,1,1,2,9,7,9,1,0,3,2,99.11111111111111,0,1,0
11854,7,2,2024-02-09,2024-02-14,2024-02-18,3,1725,0,1,1,5,9,4,2,4,0,1,3,191.66666666666666,1,0,0
11855,8,9,2023-02-17,2023-02-21,2023-02-23,3,1453,0,0,1,4,6,2,2,4,0,1,0,242.16666666666666,1,0,1
11856,9,4,2023-08-24,2023-08-25,2023-08-25,3,242,0,1,0,1,1,0,8,3,0,3,4,242.0,0,0,0
11857,1,6,2024-01-27,2024-01-29,2024-01-30,0,719,0,2,1,2,3,1,1,5,1,1,2,239.66666666666666,0,0,0
11858,9,1,2023-04-25,2023-04-26,2023-04-27,1,215,2,1,1,1,2,1,4,1,0,2,4,107.5,0,1,0
11859,6,3,2024-02-18,2024-02-19,2024-02-24,0,208,2,1,1,1,6,5,2,6,1,1,4,34.666666666666664,0,1,0
11860,7,8,2024-02-06,2024-02-10,2024-02-15,0,1338,0,2,1,4,9,5,2,1,0,1,0,148.66666666666666,1,0,0
11861,6,3,2023-03-03,2023-03-06,2023-03-06,0,1093,0,1,0,3,3,0,3,4,0,1,1,364.3333333333333,0,0,0
11862,1,7,2023-09-09,2023-09-10,2023-09-12,3,389,2,2,1,1,3,2,9,5,1,3,4,129.66666666666666,0,1,0
11863,3,6,2023-04-14,2023-04-19,2023-04-25,2,1626,2,1,1,5,11,6,4,4,0,2,0,147.8181818181818,1,1,0
11864,8,0,2024-02-04,2024-02-09,2024-02-12,0,1668,0,2,1,5,8,3,2,6,1,1,3,208.5,1,0,0
11865,0,3,2023-07-14,2023-07-18,2023-07-18,1,1333,0,1,0,4,4,0,7,4,0,3,0,333.25,1,0,0
11866,8,7,2023-11-28,2023-11-29,2023-12-04,3,414,0,2,1,1,6,5,11,1,0,4,4,69.0,0,0,0
11867,8,0,2023-05-18,2023-05-21,2023-05-22,3,1081,0,2,1,3,4,1,5,3,0,2,1,270.25,0,0,0
11868,8,0,2023-10-04,2023-10-06,2023-10-08,0,679,1,1,1,2,4,2,10,2,0,4,2,169.75,0,1,0
11869,6,2,2023-09-15,2023-09-19,2023-09-22,1,1376,2,0,1,4,7,3,9,4,0,3,0,196.57142857142858,1,1,1
11870,4,3,2023-02-26,2023-03-03,2023-03-07,2,1690,2,2,1,5,9,4,2,6,1,1,3,187.77777777777777,1,1,0
11871,6,2,2023-05-27,2023-05-30,2023-05-30,3,1057,0,1,0,3,3,0,5,5,1,2,1,352.3333333333333,0,0,0
11872,3,5,2023-01-12,2023-01-18,2023-01-19,1,1957,2,1,1,6,7,1,1,3,0,1,3,279.57142857142856,1,1,0
11873,4,1,2024-04-30,2024-05-05,2024-05-06,2,1769,0,2,1,5,6,1,4,1,0,2,3,294.8333333333333,1,0,0
11874,1,6,2023-07-08,2023-07-10,2023-07-11,0,660,0,2,1,2,3,1,7,5,1,3,2,220.0,0,0,0
11875,5,2,2023-11-04,2023-11-05,2023-11-10,0,277,0,1,1,1,6,5,11,5,1,4,4,46.166666666666664,0,0,0
11876,5,6,2023-11-06,2023-11-07,2023-11-13,2,370,3,1,1,1,7,6,11,0,0,4,4,52.857142857142854,0,1,0
11877,8,4,2024-02-05,2024-02-07,2024-02-07,2,670,0,1,0,2,2,0,2,0,0,1,2,335.0,0,0,0
11878,3,8,2023-12-23,2023-12-25,2023-12-25,3,724,0,1,0,2,2,0,12,5,1,4,2,362.0,0,0,0
11879,1,9,2023-05-19,2023-05-20,2023-05-22,1,435,2,2,1,1,3,2,5,4,0,2,4,145.0,0,1,0
11880,4,7,2023-05-11,2023-05-15,2023-05-18,2,1353,0,1,1,4,7,3,5,3,0,2,0,193.28571428571428,1,0,0
11881,3,2,2024-01-24,2024-01-27,2024-02-01,1,1009,3,0,1,3,8,5,1,2,0,1,1,126.125,0,1,1
11882,4,3,2023-06-27,2023-06-29,2023-06-29,3,651,0,1,0,2,2,0,6,1,0,2,2,325.5,0,0,0
11883,6,7,2024-03-21,2024-03-24,2024-03-25,0,1115,0,2,1,3,4,1,3,3,0,1,1,278.75,1,0,0
11884,3,4,2023-02-13,2023-02-19,2023-02-22,0,1912,2,1,1,6,9,3,2,0,0,1,3,212.44444444444446,1,1,0
11885,8,0,2023-12-06,2023-12-09,2023-12-11,0,1147,0,1,1,3,5,2,12,2,0,4,1,229.4,1,0,0
11886,9,5,2023-05-31,2023-06-05,2023-06-08,2,1738,1,2,1,5,8,3,5,2,0,2,3,217.25,1,1,0
11887,4,6,2023-03-30,2023-03-31,2023-04-02,2,326,1,1,1,1,3,2,3,3,0,1,4,108.66666666666667,0,1,0
11888,2,7,2024-02-06,2024-02-08,2024-02-13,0,629,0,1,1,2,7,5,2,1,0,1,2,89.85714285714286,0,0,0
11889,7,4,2023-04-26,2023-04-30,2023-05-01,0,1286,2,1,1,4,5,1,4,2,0,2,0,257.2,1,1,0
11890,3,8,2023-11-22,2023-11-26,2023-11-26,2,1279,0,1,0,4,4,0,11,2,0,4,1,319.75,1,0,0
11891,8,4,2024-03-07,2024-03-08,2024-03-13,3,278,0,1,1,1,6,5,3,3,0,1,4,46.333333333333336,0,0,0
11892,0,4,2024-03-30,2024-04-03,2024-04-04,3,1268,0,2,1,4,5,1,3,5,1,1,1,253.6,1,0,0
11893,6,2,2024-03-28,2024-03-31,2024-04-03,3,949,2,0,1,3,6,3,3,3,0,1,1,158.16666666666666,0,1,1
11894,0,3,2024-01-10,2024-01-12,2024-01-12,3,729,0,1,0,2,2,0,1,2,0,1,2,364.5,0,0,0
11895,6,8,2023-10-22,2023-10-25,2023-10-25,1,955,0,1,0,3,3,0,10,6,1,4,1,318.3333333333333,0,0,0
11896,2,1,2024-04-19,2024-04-21,2024-04-21,2,620,0,1,0,2,2,0,4,4,0,2,2,310.0,0,0,0
11897,4,5,2023-12-01,2023-12-04,2023-12-06,2,1021,1,1,1,3,5,2,12,4,0,4,1,204.2,0,1,0
11898,6,0,2023-06-11,2023-06-16,2023-06-21,3,1623,0,2,1,5,10,5,6,6,1,2,0,162.3,1,0,0
11899,8,6,2023-07-02,2023-07-05,2023-07-05,2,1141,0,1,0,3,3,0,7,6,1,3,1,380.3333333333333,1,0,0
11900,0,5,2023-09-01,2023-09-03,2023-09-03,3,885,0,1,0,2,2,0,9,4,0,3,2,442.5,0,0,0
11901,8,9,2023-07-02,2023-07-07,2023-07-08,3,1739,0,2,1,5,6,1,7,6,1,3,3,289.8333333333333,1,0,0
11902,7,0,2023-02-23,2023-02-28,2023-02-28,1,1740,0,1,0,5,5,0,2,3,0,1,3,348.0,1,0,0
11903,9,0,2024-01-08,2024-01-13,2024-01-19,1,1703,2,1,1,5,11,6,1,0,0,1,3,154.8181818181818,1,1,0
11904,2,5,2023-04-14,2023-04-15,2023-04-16,3,513,2,1,1,1,2,1,4,4,0,2,4,256.5,0,1,0
11905,3,1,2024-04-05,2024-04-07,2024-04-08,3,615,0,2,1,2,3,1,4,4,0,2,2,205.0,0,0,0
11906,7,6,2024-03-04,2024-03-05,2024-03-05,0,415,0,1,0,1,1,0,3,0,0,1,4,415.0,0,0,0
11907,0,8,2024-04-03,2024-04-04,2024-04-06,2,506,2,2,1,1,3,2,4,2,0,2,4,168.66666666666666,0,1,0
11908,1,8,2023-10-09,2023-10-11,2023-10-15,2,823,0,1,1,2,6,4,10,0,0,4,2,137.16666666666666,0,0,0
11909,8,9,2023-11-05,2023-11-09,2023-11-11,1,1314,1,1,1,4,6,2,11,6,1,4,0,219.0,1,1,0
11910,0,6,2024-01-24,2024-01-28,2024-02-02,1,1327,2,2,1,4,9,5,1,2,0,1,0,147.44444444444446,1,1,0
11911,1,7,2023-11-17,2023-11-22,2023-11-26,1,1626,0,2,1,5,9,4,11,4,0,4,0,180.66666666666666,1,0,0
11912,1,7,2023-02-09,2023-02-10,2023-02-11,1,425,0,2,1,1,2,1,2,3,0,1,4,212.5,0,0,0
11913,7,5,2023-08-21,2023-08-25,2023-08-27,3,1483,1,1,1,4,6,2,8,0,0,3,0,247.16666666666666,1,1,0
11914,3,0,2023-01-17,2023-01-23,2023-01-25,3,1974,0,0,1,6,8,2,1,1,0,1,3,246.75,1,0,1
11915,8,4,2023-11-03,2023-11-04,2023-11-08,3,283,0,1,1,1,5,4,11,4,0,4,4,56.6,0,0,0
11916,4,6,2023-12-19,2023-12-22,2023-12-29,3,932,1,2,1,3,10,7,12,1,0,4,1,93.2,0,1,0
11917,6,9,2023-06-15,2023-06-21,2023-06-22,1,1954,2,1,1,6,7,1,6,3,0,2,3,279.14285714285717,1,1,0
11918,6,7,2024-03-20,2024-03-22,2024-03-22,4,845,0,1,0,2,2,0,3,2,0,1,2,422.5,0,0,0
